name,address,latitude,longitude,category,gmap_id,description,avg_rating,num_of_reviews,price,hours,MISC,state,relative_results,url
Jewel Valley Ranch,"Jewel Valley Ranch, Jacumba Hot Springs, CA 91934",32.629979299999995,-116.268112,Hotel,0x80d9a2fc8fdfff1f:0x8fafae10a150f3d8,,4.5,6,,,{},,"['0x80d9a2f751d46131:0x457d220d65af4c7a', '0x80d9bd08ed00d217:0xe37638a00c63de12', '0x80d998910e8e0bc1:0xbae7ff3dc28fcfc2', '0x80d9ea7d75896bbd:0x7c4415daa2180b33']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d9a2fc8fdfff1f:0x8fafae10a150f3d8?authuser=-1&hl=en&gl=us
Weimar Inn & Conference Center,"Weimar Inn & Conference Center, 20601 W Paoli Ln, Weimar, CA 95736",39.035911,-120.9764064,"Hotel, Conference center, Inn",0x809b0bfd60e54ce1:0x890c6b8e26b7f3b2,,4.9,18,,,{},,"['0x809b0ea99518374d:0xe7142ff9dfcfd8a', '0x809babb9fcde31cd:0x213d188a9af8673f', '0x809b0527e22738d1:0xe453c43c4b461f64', '0x809b0b0504df58bf:0x36d32a2c39d458dc', '0x809b0ed5d39b998b:0xe063d4605bf7f7e8']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x809b0bfd60e54ce1:0x890c6b8e26b7f3b2?authuser=-1&hl=en&gl=us
Gardens Hotel,"Gardens Hotel, 4541 Whittier Blvd, East Los Angeles, CA 90022",34.0233497,-118.1694869,Hotel,0x80c2cf0d6c415495:0x239a4a5458f63d87,"Budget rooms featuring microwaves, minifridges & cable TV, plus guest laundry facilities.",4.0,78,,,{},,"['0x80c2cf01de9fe8d1:0xd55d9017189ac129', '0x80c2cfcb1a372da1:0x597ad0e0d7303a9b', '0x80c2daf114eb23cf:0xdc962744e8a958b4', '0x80c2d1dae6f2b3fd:0xf910410d08cbe966']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2cf0d6c415495:0x239a4a5458f63d87?authuser=-1&hl=en&gl=us
The Lodge at Oak Creek Ranch,"The Lodge at Oak Creek Ranch, 760 Parkhill Rd, Santa Margarita, CA 93453",35.3454139,-120.3601386,"Ranch, Bed & breakfast, Event venue, Extended stay hotel, Guest house, Hotel, Motel, Vacation home rental agency, Wedding service, Wedding venue",0x80ec8f445339a301:0x4bf25cf620dc273f,,4.0,8,,,{'Accessibility': ['Wheelchair accessible entrance']},,"['0x80ecf11cca95b33b:0x577d2dfed008d72a', '0x80ec5e2ec4aaec2f:0x81743017f0e2d265', '0x80ecf1a033123e5d:0x5d31f1529ae651a2', '0x80ecf186376756af:0xc108c2d099c74ff', '0x80ecf41e9214b761:0x1973e25928e5ac8f']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80ec8f445339a301:0x4bf25cf620dc273f?authuser=-1&hl=en&gl=us
The Humboldt Inn,"The Humboldt Inn, 1140 4th St, Eureka, CA 95501",40.8034724,-124.1588161,"Motel, Hotel, Inn",0x54d1550d145660cf:0xdb3f7a6ff829e7e6,,2.9,7,,,{},,"['0x54d1557c3e5c14c1:0x96670f94d4d56403', '0x54d155647162dd0b:0xaa37a5e9f4dc9208', '0x54d1557eecf2d027:0x1241f3452cc37414', '0x54d1556444a24311:0xc53ce9f15f9af20d']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x54d1550d145660cf:0xdb3f7a6ff829e7e6?authuser=-1&hl=en&gl=us
Radisson,"Radisson, 6225 W Century Blvd, Los Angeles, CA 90045",33.9461719,-118.3949906,"Hotel, Travel",0x80c2b12ae344315d:0x473772c581d4bbf2,Standard option 1.5 miles from LAX offers an outdoor pool plus free airport shuttle service & WiFi.,2.8,44,,,{},,"['0x80c2b711da24dcf3:0xe7c99dca4961084b', '0x80c2b6e8a8823483:0xed7114feb0c71ec3', '0x80c2b6d6472efd87:0x54992bd0b3ba415f', '0x80c2b6ef98f98235:0xf54e82ad5ae21e16']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b12ae344315d:0x473772c581d4bbf2?authuser=-1&hl=en&gl=us
Irvine Marriott - Easy Park Fly,"Irvine Marriott - Easy Park Fly, 18000 Von Karman Ave, Irvine, CA 92612",33.6784823,-117.850181,Hotel,0x80dcde8c3e0eaac7:0x6735e4dbe3195fd8,,4.4,18,,,{},,"['0x80dcde844ce0f225:0xaa91f72501f740c4', '0x80dcde85dee606c7:0x84a9c455ba214a57', '0x80dcde91bfd692e7:0x54dcce63c79dfcd8', '0x80dcde8dd8ac9c47:0x184845fa13579058']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcde8c3e0eaac7:0x6735e4dbe3195fd8?authuser=-1&hl=en&gl=us
Toscano Hotel,"Toscano Hotel, 20 E Spain St, Sonoma, CA 95476",38.2938333,-122.4569229,Hotel,0x8085ac02c3ea9479:0x399257399d0526e5,,5.0,3,,,{},,"['0x8085ac1d6ca9f22d:0x91915587ab27b63b', '0x8085ac5181b2d97d:0xa9fd28bd6d0e7532', '0x8085ac1cd80ac19b:0xfafc1b1d38fbe017', '0x8085aeb9618553c5:0x8c0395d7a1b13353']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8085ac02c3ea9479:0x399257399d0526e5?authuser=-1&hl=en&gl=us
The Pine Hotel,"The Pine Hotel, 1445 Front St, San Diego, CA 92101",32.7204621,-117.1646284,Hotel,0x80d954af21dbaa15:0xd302afeabe7d31d1,,2.8,8,,,{},,"['0x80d954af182c6c53:0xc301e4242ec527a7', '0x80d954af3cc20fc7:0xe3666fec8ceff4e1', '0x80d9535da5e282a1:0x4dfc3d0cafed001a', '0x80d94919c33b8903:0x91d932fc51d7a959', '0x80d953583d138ec3:0x48e43fb57c0e668f']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d954af21dbaa15:0xd302afeabe7d31d1?authuser=-1&hl=en&gl=us
The Inn at Oyster Point,"The Inn at Oyster Point, 425 Marina Blvd, South San Francisco, CA 94080",37.662237,-122.383692,Hotel,0x808f785c6e5b9f9b:0x7f9d99d29ce21287,"Relaxed hotel featuring colorful rooms, bay views & dining, plus a free airport shuttle & breakfast.",4.3,75,,,{},,"['0x808f79b362b34653:0x613b400941df39c7', '0x808f78f8f37742e5:0x5f8c4672c7e68e68', '0x808f7853c6885f4f:0x4def774ffba5acd1', '0x8085808537795555:0x635e32f0cf4ac4c9', '0x808f79b40c65d0eb:0x5fc8d3a435474711']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f785c6e5b9f9b:0x7f9d99d29ce21287?authuser=-1&hl=en&gl=us
Oxford Hotel,"Oxford Hotel, 37 S N Aurora St, Stockton, CA 95202",37.9537048,-121.2793695,Hotel,0x809012a4a6cca545:0x18d5a1e4f1d11212,,3.5,18,,,{},,"['0x8090129f274422e1:0x3b04776fbb81a8be', '0x80901297c39e118d:0xf5e9380093392d6a', '0x809012985d600561:0x7ab3421d9179123a', '0x809013c9adc9c6ad:0xf7c8c6a111a00186', '0x809012a3089b1fcb:0x152d49739fed7cc7']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x809012a4a6cca545:0x18d5a1e4f1d11212?authuser=-1&hl=en&gl=us
Super 8 San Jose Airport/Convention Ctr. Area,"Super 8 San Jose Airport/Convention Ctr. Area, 1860 The Alameda, San Jose, CA 95126",37.3404736,-121.9215443,"Hotel, Inn, Lodge",0x808fcb72600c299d:0xc251e558615416be,,5.0,1,,,{},,"['0x808fcb097eaeda45:0xab35e8b7dffcd382', '0x808fcb5d0c9d9c8b:0x596636a9ba5177d5', '0x808e333a15e8142b:0xd5235201a3cf8f2d']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fcb72600c299d:0xc251e558615416be?authuser=-1&hl=en&gl=us
Protea Hotel San Bernardino,"Protea Hotel San Bernardino, 450 N G St, San Bernardino, CA 92410",34.1074843,-117.2987981,Hotel,0x80c3533b95f778ad:0x3cb195141d302b67,,4.7,3,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c3533b95f778ad:0x3cb195141d302b67?authuser=-1&hl=en&gl=us
Greenbrier,"Greenbrier, Fairway Pine Pl, Escondido, CA 92026",33.2332073,-117.1392974,Hotel,0x80db8990623a2961:0xe96307ede7cedbc4,,4.3,16,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80db8990623a2961:0xe96307ede7cedbc4?authuser=-1&hl=en&gl=us
Heritage Hotel Group,"Heritage Hotel Group, 9249 Sierra College Blvd, Roseville, CA 95661",38.7354863,-121.224717,Hotel,0x809ae02ec54fe1d9:0x9b0b7c3d22fda723,,1.7000000000000002,8,,,{},,"['0x809b20225ff15099:0x1e88d6e51396c90d', '0x809b1f842de97341:0x4d322c2e29ceb9ec', '0x809ae02ec54fe1d9:0x5dbedff2a2f5c6a3', '0x809b201f103d24d1:0x54feba983230f4e4']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x809ae02ec54fe1d9:0x9b0b7c3d22fda723?authuser=-1&hl=en&gl=us
Solo Motel - Firestone,"Solo Motel - Firestone, 2217 Firestone Blvd, Los Angeles, CA 90002",33.9590924,-118.2323036,"Motel, Hotel",0x80c2c9688a663dc5:0xdc421898afdb506a,,4.8,8,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c9688a663dc5:0xdc421898afdb506a?authuser=-1&hl=en&gl=us
The Holidays,"The Holidays, 225 Avenida Calafia, San Clemente, CA 92672",33.4043306,-117.6028514,Hotel,0x80dcf4538ea119e3:0xd5991696b9f92121,,4.0,5,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcf4538ea119e3:0xd5991696b9f92121?authuser=-1&hl=en&gl=us
Lakeside Suites at Hotel California Lake Tahoe,"Lakeside Suites at Hotel California Lake Tahoe, 8092 N Lake Blvd, Kings Beach, CA 96143",39.2374779,-120.0293707,Hotel,0x80997b2d222df4db:0xe645ec4b3f4d4e37,"Relaxed all-suite hotel featuring a terrace & lake views, plus unfussy studios with kitchenettes.",4.9,8,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80997b2d222df4db:0xe645ec4b3f4d4e37?authuser=-1&hl=en&gl=us
Econo Lodge Stockton,"Econo Lodge Stockton, 2654 W March Ln, Stockton, CA 95207",37.9837169,-121.3416473,Hotel,0x80900c32969d35a5:0xf8446817af189b39,"Simple rooms & suites in a hotel featuring an outdoor pool & a sundeck, plus free hot breakfast.",2.7,88,,,{},,"['0x80900c1cfed63e4f:0x980f5460be8b7667', '0x80900c34b07043a3:0x5c0968a7206d43a1', '0x80900cfec478f0c3:0x5479ae628549386e', '0x80900c2c46bde5a1:0x46f5c049315a63f6']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80900c32969d35a5:0xf8446817af189b39?authuser=-1&hl=en&gl=us
Spring Street Towers,"Spring Street Towers, 755 S Spring St, Los Angeles, CA 90014",34.0433184,-118.2537089,Hotel,0x80c2c7c3d7ad0ef5:0x7396a52e5332f7b5,,5.0,1,,,{},,"['0x80c2c64aa7c7fecb:0xc99a4802dd929f16', '0x80c2c737566fa32b:0x41633461b8e4fa21', '0x80c2c635f6e69483:0x1bab7aa5ea501192', '0x80c2c64aa6901e55:0xbbbeaf40c9617fe7']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c7c3d7ad0ef5:0x7396a52e5332f7b5?authuser=-1&hl=en&gl=us
Hamilton Cove Real Estate and Vacation Rentals,"Hamilton Cove Real Estate and Vacation Rentals, 116 Clarissa Ave, Avalon, CA 90704",33.3424217,-118.3247109,"Vacation home rental agency, Hotel, Indoor lodging, Property management company, Real estate agents, Resort hotel, Travel agency, Villa",0x80dd7298c69a6fa1:0x961665603341676d,,3.7,38,,,{},,"['0x80dd729ed75a2511:0xb51e7fd6c878fad5', '0x80dd729ed74eb44d:0xa9bce8b7011e4b72', '0x80dd7298e832cb53:0x8dd076aba1359775', '0x80dd6d8cccd080d9:0x2c718e84810ded89', '0x80dd7298d4fc14b1:0xc7198435c14eda7a']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd7298c69a6fa1:0x961665603341676d?authuser=-1&hl=en&gl=us
Americas Best Value Inn and Suites Healdsburg,"Americas Best Value Inn and Suites Healdsburg, 74 Healdsburg Ave, Healdsburg, CA 95448",38.6045198,-122.8668003,"Hotel, Motel",0x8084173b1cb6f81d:0x826b12093ffe8fbd,"Straightforward hotel with an outdoor pool & hot tub, plus free continental breakfast & WiFi.",3.4,88,,,{},,"['0x8084173b1cf15555:0x9ffc38c1d923d2fc', '0x80841725b28897d5:0xb9a47a7b3eec2f72', '0x80841723f041dabf:0x8fde6b168cbdf7e9', '0x808417315a663371:0xd2ee7f12e5fdc3b']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8084173b1cb6f81d:0x826b12093ffe8fbd?authuser=-1&hl=en&gl=us
Quality Inn & Suites Oceanview,"Quality Inn & Suites Oceanview, 34734 Pacific Coast Hwy, Capistrano Beach, CA 92624",33.457907,-117.670965,"Hotel, Lodge",0x80dcf10905c44421:0xe38b91219d47657,"Straightforward lodging offering traditional rooms with free Wi-Fi & breakfast, plus a hot tub.",3.7,54,,,{},,"['0x80dcf10d968ee97b:0x32f12bf538ff9062', '0x80dcf10d91ac503b:0x661960d93b11e1a5', '0x80dcf112867c02ab:0xa422c60214a1ffc5', '0x80dcf056090adc81:0x743749d10c7c5d15']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcf10905c44421:0xe38b91219d47657?authuser=-1&hl=en&gl=us
Ramada by Wyndham at the Barbara Worth Country Club,"Ramada by Wyndham at the Barbara Worth Country Club, 2050 Country Club Dr, Holtville, CA 92250",32.8005545,-115.4194522,"Golf course, Convention center, Hotel",0x80d7691b670023d7:0x637dfbe9ad8ad2f1,,3.9,78,,,"{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot']}",,"['0x80d7691b5d7da5f1:0x2ff438c27a163080', '0x80d766c220b14757:0xa704340fc510ddb2', '0x80d7508775ba7b97:0x5c445ac8e8b5213', '0x80d9dfba44dbd005:0xea66f3563e02bc0e', '0x80d766c37665a0d1:0xed76c4aa433ae404']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d7691b670023d7:0x637dfbe9ad8ad2f1?authuser=-1&hl=en&gl=us
17 John St Associates,"17 John St Associates, 17 John St, New York, NY 10038",40.71,-74.00869999999999,"Hotel, Professional services",0x89c25a183a90dd95:0x5e007ece3643f3b4,,4.7,25,,,{},,"['0x89c25a17ea6d653d:0xa5f34e250179b0df', '0x89c25a10ac02e5b9:0xfad36691304b0f8b', '0x89c25a186dcaebd7:0xc40e8550aee41fba']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25a183a90dd95:0x5e007ece3643f3b4?authuser=-1&hl=en&gl=us
Hotel,"Hotel, 465 Central Park West, New York, NY 10026",40.7985691,-73.960022,Hotel,0x89c2f752b636cf23:0xf6305f33ad03967f,,4.5,2,,,{},,"['0x89c2f663373e6df3:0x90bf9b5fc7878f11', '0x89c25a27fd505c89:0x439e283fad663de0']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f752b636cf23:0xf6305f33ad03967f?authuser=-1&hl=en&gl=us
Iron Skillet,"Iron Skillet, 36-56 Chemung St, Waverly, NY 14892",42.003529,-76.55471849999999,Hotel,0x89d00c0f4cecad97:0x7042e433f0f5c3f0,,4.3,4,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d00c0f4cecad97:0x7042e433f0f5c3f0?authuser=-1&hl=en&gl=us
מלון אדיסון,"מלון אדיסון, 228 W 47th St, New York, NY 10036",40.7596572,-73.9861121,Hotel,0x89c25855c94c74d3:0xc95ae99e0bd55,,3.9,8,,,{},,"['0x89c259a9f8048231:0xd55c8c62d52cb9b7', '0x89c258fd6da59395:0xd4c5e5185c792df4', '0x89c2616dcdcfe19b:0xd2902e7628cd5cf', '0x89c2f6281a275f29:0x25b3710c2c58b005', '0x89c25855c6480299:0x55194ec5a1ae072e']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25855c94c74d3:0xc95ae99e0bd55?authuser=-1&hl=en&gl=us
Terra Glamping: East Hampton,"Terra Glamping: East Hampton, 5 Cedar Point Rd, East Hampton, NY 11937",41.0277149,-72.22560899999999,"Hotel, Resort hotel",0x89e8a49a13505f21:0x683ac9c6be0406a6,,3.8,53,,,{},,"['0x89e8933c1ffe58cd:0x45e24e91784b0d1c', '0x89e89ed52d518bf3:0x932f15e7ac538b06']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89e8a49a13505f21:0x683ac9c6be0406a6?authuser=-1&hl=en&gl=us
American Hotel,"American Hotel, 113 Ann St, Boonville, NY 13309",43.4836557,-75.3310377,Hotel,0x89d8dfd1f4d6133f:0x3e814895de8faef5,,4.6,24,,,{},,"['0x89d8dfd227b30109:0x192c37c60ea2f68', '0x89d8de2d3a622527:0xc4d7a9f35b6843bc', '0x89d8e083ba401a33:0xed59188ace983c11', '0x89d927091e79882f:0x239c29d369385301']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d8dfd1f4d6133f:0x3e814895de8faef5?authuser=-1&hl=en&gl=us
Pebble Beach Apartments,"Pebble Beach Apartments, 5724 Big Tree Rd, Lakeville, NY 14480",42.8350875,-77.7085507,Hotel,0x89d1428e7855c743:0xf9360991f004db1c,,3.7,3,,,{},,"['0x89d1420ca943c115:0x7ab0b026f6623561', '0x89d1428d738eddcb:0xc7e1a309050556c', '0x89d1428d738eddcb:0x45b0f1aff4961da', '0x89d1670409ba5823:0x7b408b518e18d64e', '0x89d142e47c776aeb:0x8e74d0bbdeb156f3']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d1428e7855c743:0xf9360991f004db1c?authuser=-1&hl=en&gl=us
King David Mansions,"King David Mansions, 52 Bakertown Rd, Kiryas Joel, NY 10950",41.3341286,-74.16116459999999,Hotel,0x89c2d7815adad42b:0xd25244ca3e7a389b,,4.8,13,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2d7815adad42b:0xd25244ca3e7a389b?authuser=-1&hl=en&gl=us
Midwood Suites,"Midwood Suites, 1078 E 15th St, Brooklyn, NY 11230",40.6232665,-73.96128089999999,"Hotel, Indoor lodging",0x89c244c7ded1d263:0x5c3dac2dc6104026,"Simple rooms & suites featuring such perks such as flat-screen TVs, microwaves & minifridges.",3.1,66,,,{},,"['0x89c244c99a2e779d:0xb1dcf99171491d6d', '0x89c244cc5ade280f:0xfa5c144d050ee4ea', '0x89c244c9b0b81985:0x72c737fdcaf4d4bf', '0x89c25ad6db0efec3:0x9f35fb8496361725']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c244c7ded1d263:0x5c3dac2dc6104026?authuser=-1&hl=en&gl=us
Days Inn by Wyndham Albany Airport,"Days Inn by Wyndham Albany Airport, 20 Airport Park Blvd, Latham, NY 12110",42.7541536,-73.8161447,"Hotel, Lodge",0x89de0d1933c5eb53:0x30862ff9c89c138a,"Simple rooms & suites with microwaves, plus free hot breakfast, Wi-Fi & an airport shuttle.",2.8,117,,,{},,"['0x89de0d45bd197603:0x2222f5535f40f32d', '0x89de0c3694733b5d:0x61f7e17ea17cd6c0', '0x89de0de599d5c959:0xe3542bdc960717c4']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89de0d1933c5eb53:0x30862ff9c89c138a?authuser=-1&hl=en&gl=us
Bottle Tree Bed & Breakfast,"Bottle Tree Bed & Breakfast, 6612 NY-19A, Portageville, NY 14536",42.5797624,-78.0638953,"Bed & breakfast, Hotel, Indoor lodging, Motel",0x89d3d3723d06bb69:0xfd1c7c35f9ce41a9,,5.0,6,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d3d3723d06bb69:0xfd1c7c35f9ce41a9?authuser=-1&hl=en&gl=us
Copperfield Inn Resort,"Copperfield Inn Resort, 307 Main St, North Creek, NY 12853",43.7016842,-73.9889522,"Hotel, Massage spa, Resort hotel, Wedding venue",0x89df903680663c8d:0x1ffc93d6315ca700,"Conservative rooms with ski storage in a relaxed country hotel with a spa, a pool & a restaurant.",3.5,73,,,{},,"['0x89df9035a6374eeb:0x5051f0d4cc8785d2', '0x89df90565316fd31:0x3c42c7b66ef1574d', '0x89df905126ceac91:0xb19b620e1e4849f1', '0x89df903682e8ec13:0x206daf321a528f23', '0x89df904b2034e95d:0x9c013e1341ef9ee8']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89df903680663c8d:0x1ffc93d6315ca700?authuser=-1&hl=en&gl=us
The Roxbury at Stratton Falls,"The Roxbury at Stratton Falls, 48 Co Rd 41, Roxbury, NY 12474",42.2626609,-74.5984191,"Hotel, Lodging",0x89dc677f2939d52d:0xc8d464bcbcded947,,4.9,47,,,{},,"['0x89dc67603ab72eb3:0x244e2a319d3ce2b1', '0x89dc42ca4dc191f5:0xff31735c5f5c21aa', '0x89dc4fe04ac3f8a5:0x3414e761efe140bb', '0x89dc5ee7fbf825fb:0xfabfca8185b682e', '0x89dc42cb8e2a3d9d:0xb117ab34638288f6']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89dc677f2939d52d:0xc8d464bcbcded947?authuser=-1&hl=en&gl=us
Paradise resort,"Paradise resort, 194 Stanton Corner Rd, Swan Lake, NY 12783",41.7471476,-74.7662125,Hotel,0x89dcbb479ea801ab:0x3c5b96e2989d2ed8,,4.0,2,,,{},,"['0x89dcbb3116dbc781:0xed3f08dc2ce0dba9', '0x89dcbb4c821c6155:0x8b98e60137c484a4', '0x89dca4b33d653515:0x856ae2ca1fbe9ff', '0x89dcbc5eeb6113c7:0xb7a2b78a47d12231']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89dcbb479ea801ab:0x3c5b96e2989d2ed8?authuser=-1&hl=en&gl=us
Caboose Motel,"Caboose Motel, 60483 NY-415, Avoca, NY 14809",42.4186308,-77.4370691,"Motel, Hotel, Indoor lodging",0x89d1a68e180e243f:0x34b81e9e5d10a17f,"A motel with regular rooms plus converted train-cars with 4 beds, train sound effects & showers. ",4.1,15,,,{},,"['0x89d10a6dacb4af29:0x5db0175df3c8623', '0x89d190cc3fb0f8ff:0xa7a093672c391cc0', '0x89d1ab57e74a9365:0x9519ed056df9751', '0x89d1afb37b8196c9:0x59c5eab299cbddc6', '0x89d0fedc79b83ddf:0x2a7e52c300f35f']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d1a68e180e243f:0x34b81e9e5d10a17f?authuser=-1&hl=en&gl=us
Rochester Plaza Hotel and Conference Center,"Rochester Plaza Hotel and Conference Center, 70 State St, Rochester, NY 14614",43.1570876,-77.6126472,Hotel,0x89d6b45676403d4f:0x12773ba45bb243a5,"Contemporary business hotel with 2 restaurants, a pool, conference space & a free airport shuttle.",3.0,35,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d6b45676403d4f:0x12773ba45bb243a5?authuser=-1&hl=en&gl=us
Comfort Inn Batavia-Darien - Amusement Park Area,"Comfort Inn Batavia-Darien - Amusement Park Area, 4371 Federal Dr, Batavia, NY 14020",43.020697,-78.193302,Hotel,0x89d3f1e4861c801b:0x37331731c18aa4c2,"Basic hotel offering free breakfast & WiFi, plus an outdoor pool, a gym & a business center.",3.9,168,,,{},,"['0x89d3ee0451d809e1:0xd3061fcca499156c', '0x89d3ee0563140de3:0x39f52aa5b969e79', '0x89d3ee04f7c26c0f:0xedbb1be909a6d418', '0x89d3ee1019c27977:0xd04b690532ca33ff', '0x89d3ee059041c623:0xd4a2747612a62e92']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d3f1e4861c801b:0x37331731c18aa4c2?authuser=-1&hl=en&gl=us
"Country Inn & Suites By Carlson, Rochester-Henrietta, NY","Country Inn & Suites By Carlson, Rochester-Henrietta, NY, 4635 W Henrietta Rd, Henrietta, NY 14467",43.0604812,-77.6522014,Hotel,0x89d14bf5c9c6e703:0x6a113e7518858da2,"Straightforward lodging offering free breakfast & an airport shuttle, plus an indoor pool.",4.0,88,,,{},,"['0x89d14bf68f01cef1:0x62e5a97e1ad04cce', '0x89d14bf63f2bdf21:0xcca5272508bd33e9', '0x89d14b8f87657fdb:0x71f7c102dc0eb4df']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89d14bf5c9c6e703:0x6a113e7518858da2?authuser=-1&hl=en&gl=us
Maple Hall,"Maple Hall, 1 Orchard Rd, Armonk, NY 10504",41.108471,-73.7238974,Hotel,0x89c2bdb5894bb8d7:0xe0d99ca2427f56e0,,4.3,13,,,{},,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2bdb5894bb8d7:0xe0d99ca2427f56e0?authuser=-1&hl=en&gl=us
Motel 6 Long Island City - Queens,"Motel 6 Long Island City - Queens, 26-32 Skillman Ave, Long Island City, NY 11101",40.7441095,-73.9406743,"Hotel, Motel",0x89c2592bf625bead:0xfe68b6430a93ea26,"Simple rooms, some with skyline views, in a basic motel offering complimentary Wi-Fi.",3.9,248,,,{},,"['0x89c25efd2efc355d:0x1b673f1159456229', '0x89c25f2c9d417045:0xefed9acb6ec254c8', '0x89c258d330735a53:0x15026a532fc982ac']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2592bf625bead:0xfe68b6430a93ea26?authuser=-1&hl=en&gl=us
高塔酒店,"Nevada, Las Vegas, S Commerce St, 高塔酒店邮政编码: 89102",36.1476947,-115.1563056,Hotel,0x80c8c3882d34d16f:0xf33b759acb5cd366,,3.7,15,,,{},,"['0x80c8c3881129edf3:0x1b9f311e25d08807', '0x80c8c43c44cae095:0x77c9c8f2a2af3ff7', '0x80c8c3882a72b611:0x9b38f4fae88bec86', '0x80c8c422de2a8695:0xb1c13b73cbbb6fed', '0x80c8c6a5afe012a3:0xe323c7903eca8c']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c3882d34d16f:0xf33b759acb5cd366?authuser=-1&hl=en&gl=us
Golden Nugget Carson Tower,"Golden Nugget Carson Tower, 129 Fremont Street, S 1st St, Las Vegas, NV 89101",36.1694667,-115.1458791,Hotel,0x80c8c394e5aad12d:0x6743281ce68171e8,,4.0,48,,,{},,"['0x80c8c3a1c94f9a33:0x2010e5b6b996618b', '0x80c8c303c2168fa1:0x8ab7ae36a963ff4a', '0x80c8c3a19a0df63f:0x1ce78581e6a0acb6', '0x80c8c3a1ecb7f73f:0xa1be9a49c1a6bdf7', '0x80c8c3a00753db23:0xd1adfef5affb8705']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8c394e5aad12d:0x6743281ce68171e8?authuser=-1&hl=en&gl=us
Stay Suites of America - Las Vegas,"Stay Suites of America - Las Vegas, 5201 Dean Martin Dr, Las Vegas, NV 89118",36.094969,-115.181924,"Motel, Hotel",0x80c8dd6e32025a89:0x36fa2668063091e3,,2.2,38,,,{},,"['0x80c8c6a8ece1d073:0xdd53ed089f9bd29c', '0x80c8c3668474e381:0xd0310b1d8910b5f9']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c8dd6e32025a89:0x36fa2668063091e3?authuser=-1&hl=en&gl=us
Madison Hotel,"Madison Hotel, 423 E 7th St, Los Angeles, CA 90014",34.0415776,-118.2477929,Hotel,0x80c2c705d42f680b:0xf146f4a6faed4ab1,,3.7,7,,,{},,"['0x80c2c635f1651a2f:0x619382762e569901', '0x80c2c87fd56d32cf:0x993a2fb965c38160']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c705d42f680b:0xf146f4a6faed4ab1?authuser=-1&hl=en&gl=us
